AVL ID,Parameter Name,flespi Parameter Path,Data Type,Units,Description,Notes / Source
61,tacho.driver.selected.activity.duration,tacho.driver.selected.activity.duration,number,seconds,"Indexed Tacho parameter indicating current duration of the selected activity, since selected and which may be the current driving period, availability period, rest period or work period","flespi Teltonika protocol page, last retrieved 2025-11-28"
62,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
62,onewire.sensor.serial,onewire.sensor.serial,string,N/A,External 1-Wire sensor serial number in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
62,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
63,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
63,onewire.sensor.serial,onewire.sensor.serial,string,N/A,External 1-Wire sensor serial number in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
63,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
64,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
64,onewire.sensor.serial,onewire.sensor.serial,string,N/A,External 1-Wire sensor serial number in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
64,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
65,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
65,onewire.sensor.serial,onewire.sensor.serial,string,N/A,External 1-Wire sensor serial number in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
65,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
66,external.powersource.voltage,external.powersource.voltage,number,volts,External power voltage,"flespi Teltonika protocol page, last retrieved 2025-11-28"
67,battery.voltage,battery.voltage,number,volts,Internal battery voltage,"flespi Teltonika protocol page, last retrieved 2025-11-28"
68,battery.current,battery.current,number,amperes,Battery current,"flespi Teltonika protocol page, last retrieved 2025-11-28"
69,gnss.antenna.short.circuit.status,gnss.antenna.short.circuit.status,boolean,N/A,GNSS antenna short circuit status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
69,gnss.antenna.status,gnss.antenna.status,boolean,N/A,GNSS receiver antenna status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
69,gnss.sleep.mode.status,gnss.sleep.mode.status,boolean,N/A,GNSS receiver is in sleep mode,"flespi Teltonika protocol page, last retrieved 2025-11-28"
69,gnss.state.enum,gnss.state.enum,number,N/A,"Protocol-specific GNSS state code. May contain information about GNSS fix status, sleep status, ON/OFF, Overcurrent/protect state.","flespi Teltonika protocol page, last retrieved 2025-11-28"
69,gnss.status,gnss.status,boolean,N/A,GNSS receiver on/off status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
69,position.valid,position.valid,boolean,N/A,Is position information accurate and valid for given timestamp,"flespi Teltonika protocol page, last retrieved 2025-11-28"
69,tacho.driver.cumulative_driving.duration,tacho.driver.cumulative_driving.duration,number,seconds,Driver cumulative driving time,"flespi Teltonika protocol page, last retrieved 2025-11-28"
70,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
70,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
70,pcb.temperature,pcb.temperature,number,celsius,PCB temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
71,gnss.antenna.short.circuit.status,gnss.antenna.short.circuit.status,boolean,N/A,GNSS antenna short circuit status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
71,gnss.antenna.status,gnss.antenna.status,boolean,N/A,GNSS receiver antenna status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
71,gnss.sleep.mode.status,gnss.sleep.mode.status,boolean,N/A,GNSS receiver is in sleep mode,"flespi Teltonika protocol page, last retrieved 2025-11-28"
71,gnss.state.enum,gnss.state.enum,number,N/A,"Protocol-specific GNSS state code. May contain information about GNSS fix status, sleep status, ON/OFF, Overcurrent/protect state.","flespi Teltonika protocol page, last retrieved 2025-11-28"
71,gnss.status,gnss.status,boolean,N/A,GNSS receiver on/off status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
71,onewire.sensor.serial,onewire.sensor.serial,string,N/A,External 1-Wire sensor serial number in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
71,position.valid,position.valid,boolean,N/A,Is position information accurate and valid for given timestamp,"flespi Teltonika protocol page, last retrieved 2025-11-28"
72,sensor.temperature,sensor.temperature,number,celsius,Temperature sensor value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
72,sensor.temperature,sensor.temperature,number,celsius,Temperature sensor value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
72,sensor.temperature.error.code,sensor.temperature.error.code,string,N/A,Temperature sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
73,sensor.temperature,sensor.temperature,number,celsius,Temperature sensor value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
73,sensor.temperature,sensor.temperature,number,celsius,Temperature sensor value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
73,sensor.temperature.error.code,sensor.temperature.error.code,string,N/A,Temperature sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
74,sensor.temperature,sensor.temperature,number,celsius,Temperature sensor value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
74,sensor.temperature,sensor.temperature,number,celsius,Temperature sensor value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
74,sensor.temperature.error.code,sensor.temperature.error.code,string,N/A,Temperature sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
75,onewire.sensor.serial,onewire.sensor.serial,string,N/A,External 1-Wire sensor serial number in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
75,sensor.temperature,sensor.temperature,number,celsius,Temperature sensor value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
75,sensor.temperature,sensor.temperature,number,celsius,Temperature sensor value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
75,sensor.temperature.error.code,sensor.temperature.error.code,string,N/A,Temperature sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
76,counter.impulses,counter.impulses,number,N/A,Impulses counter,"flespi Teltonika protocol page, last retrieved 2025-11-28"
76,onewire.sensor.serial,onewire.sensor.serial,string,N/A,External 1-Wire sensor serial number in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
77,onewire.sensor.serial,onewire.sensor.serial,string,N/A,External 1-Wire sensor serial number in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
77,tacho.driver.cumulative_driving.duration,tacho.driver.cumulative_driving.duration,number,seconds,Driver cumulative driving time,"flespi Teltonika protocol page, last retrieved 2025-11-28"
78,ibutton.code,ibutton.code,string,N/A,Hexadecimal code of connected iButton,"flespi Teltonika protocol page, last retrieved 2025-11-28"
79,can.pedal.brake.status,can.pedal.brake.status,boolean,N/A,"Footbrake pedal is depressed, read from CAN","flespi Teltonika protocol page, last retrieved 2025-11-28"
79,onewire.sensor.serial,onewire.sensor.serial,string,N/A,External 1-Wire sensor serial number in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
80,can.wheel.speed,can.wheel.speed,number,km/h,"Vehicle wheel based speed, read from CAN bus","flespi Teltonika protocol page, last retrieved 2025-11-28"
80,gsm.network.mode.enum,gsm.network.mode.enum,number,N/A,"Mobile network (GSM, 3G, 4G, LTE, 5G, ...) mode: 0 – Home On Stop, 1 – Home On Moving, 2 – Roaming On Stop, 3 – Roaming On Moving, 4 – Unknown On Stop, 5 – Unknown On Moving","flespi Teltonika protocol page, last retrieved 2025-11-28"
80,gsm.network.roaming.status,gsm.network.roaming.status,boolean,N/A,"Mobile network (GSM, 3G, 4G, LTE, 5G, ...) in roaming mode","flespi Teltonika protocol page, last retrieved 2025-11-28"
81,can.cruise.status,can.cruise.status,boolean,N/A,CAN cruise control is active,"flespi Teltonika protocol page, last retrieved 2025-11-28"
81,can.vehicle.speed,can.vehicle.speed,number,km/h,Vehicle speed read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
82,can.pedal.clutch.status,can.pedal.clutch.status,boolean,N/A,CAN clutch pedal pressed,"flespi Teltonika protocol page, last retrieved 2025-11-28"
82,can.throttle.pedal.level,can.throttle.pedal.level,number,percentage,Throttle pedal push level read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
83,can.fuel.consumed,can.fuel.consumed,number,liters,Fuel volume totally consumed by vehicle read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
83,can.powersource.takeoff.enum,can.powersource.takeoff.enum,number,N/A,CAN power takeoff bitmask,"flespi Teltonika protocol page, last retrieved 2025-11-28"
84,can.fuel.volume,can.fuel.volume,number,liters,CAN fuel volume,"flespi Teltonika protocol page, last retrieved 2025-11-28"
84,can.throttle.pedal.level,can.throttle.pedal.level,number,percentage,Throttle pedal push level read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
85,can.engine.load.level,can.engine.load.level,number,percentage,Calculated engine load level read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
85,can.engine.rpm,can.engine.rpm,number,rpm,Engine RPM read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
86,ble.sensor.humidity,ble.sensor.humidity,number,percentage,BLE (Bluetooth Low Energy) sensor Humidity value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
86,ble.sensor.humidity.error.code,ble.sensor.humidity.error.code,string,N/A,BLE humidity sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
86,can.fuel.consumed,can.fuel.consumed,number,liters,Fuel volume totally consumed by vehicle read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
87,can.vehicle.mileage,can.vehicle.mileage,number,km,Total vehicle mileage read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
87,fuel.level,fuel.level,number,percentage,Fuel level percentage,"flespi Teltonika protocol page, last retrieved 2025-11-28"
88,can.engine.rpm,can.engine.rpm,number,rpm,Engine RPM read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
88,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
88,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
89,can.axle.weight,can.axle.weight,number,kg,Weight on the axle read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
89,can.fuel.level,can.fuel.level,number,percentage,Fuel level in tank read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
90,can.axle.weight,can.axle.weight,number,kg,Weight on the axle read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
90,can.front.left.door.status,can.front.left.door.status,boolean,N/A,CAN front left door is opened,"flespi Teltonika protocol page, last retrieved 2025-11-28"
90,can.front.right.door.status,can.front.right.door.status,boolean,N/A,CAN front right door is opened,"flespi Teltonika protocol page, last retrieved 2025-11-28"
90,can.hood.status,can.hood.status,boolean,N/A,CAN hood is opened,"flespi Teltonika protocol page, last retrieved 2025-11-28"
90,can.rear.left.door.status,can.rear.left.door.status,boolean,N/A,CAN rear left door is opened,"flespi Teltonika protocol page, last retrieved 2025-11-28"
90,can.rear.right.door.status,can.rear.right.door.status,boolean,N/A,CAN rear right door is opened,"flespi Teltonika protocol page, last retrieved 2025-11-28"
90,can.trunk.status,can.trunk.status,boolean,N/A,CAN trunk is opened,"flespi Teltonika protocol page, last retrieved 2025-11-28"
90,door.open.status,door.open.status,boolean,N/A,Door open status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
91,can.axle.weight,can.axle.weight,number,kg,Weight on the axle read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
91,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
91,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
92,can.axle.weight,can.axle.weight,number,kg,Weight on the axle read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
92,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
92,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
93,can.axle.weight,can.axle.weight,number,kg,Weight on the axle read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
93,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
