Property ID in AVL packet,Property Name,Bytes,Type,Value range Min,Value range Max,Multiplier,Units,Description,HW Support,Parameter Group
279,BLE Fuel Level #4,2,Unsigned,0,65535,,,Fuel Level,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
306,BLE Fuel Frequency #1,4,Unsigned,0,2147483647,,,Frequency value of BLE fuel sensor #1,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
307,BLE Fuel Frequency #2,4,Unsigned,0,2147483647,,,Frequency value of BLE fuel sensor #2,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
308,BLE Fuel Frequency #3,4,Unsigned,0,2147483647,,,Frequency value of BLE fuel sensor #3,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
309,BLE Fuel Frequency #4,4,Unsigned,0,2147483647,,,Frequency value of BLE fuel sensor #4,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
331,BLE 1 Custom #1,Variable,HEX,0,,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
463,BLE 1 Custom #2,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
464,BLE 1 Custom #3,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
465,BLE 1 Custom #4,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
466,BLE 1 Custom #5,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
332,BLE 2 Custom #1,Variable,HEX,0,,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
467,BLE 2 Custom #2,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
468,BLE 2 Custom #3,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
469,BLE 2 Custom #4,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
470,BLE 2 Custom #5,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
333,BLE 3 Custom #1,Variable,HEX,0,,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
471,BLE 3 Custom #2,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
472,BLE 3 Custom #3,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
473,BLE 3 Custom #4,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
474,BLE 3 Custom #5,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
334,BLE 4 Custom #1,Variable,HEX,0,,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
475,BLE 4 Custom #2,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
476,BLE 4 Custom #3,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
477,BLE 4 Custom #4,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
478,BLE 4 Custom #5,4,UNSIGNED LONG INT,0,4294967295,,,Custom IO element for BLE sensor,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMB130 FMU130 FMC130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB910 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 FMB140 MSP500 FMC800 FMM800 FMM80A,BLE Sensors I/O elements
81,Vehicle Speed,1,Unsigned,0,255,,km/h,Vehicle Speed,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
82,Accelerator Pedal Position,1,Unsigned,0,102,,%,Value in percentages,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
83,Fuel Consumed,4,Unsigned,0,2147483647,0.1,l,Value in liters,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
84,Fuel Level,2,Unsigned,0,65535,0.1,l,Value in liters,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
87,Total Mileage,4,Unsigned,0,4294967295,,m,Value in meters,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
89,Fuel level,1,Unsigned,0,100,,%,Value in percentages,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
101,Module ID 8B,8,Unsigned,0,0xFFFFFFFFFFFFFFFF,,,Module ID 8 Bytes,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
388,Module ID 17B,17,HEX,0,0x7FFFFFFFFFFFFFFF,,,Module ID 17 Bytes,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
105,Total Mileage (counted),4,Unsigned,0,4294967295,,m,Total Vehicle Mileage,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
107,Fuel Consumed (counted),4,Unsigned,0,2147483647,0.1,l,Total Fuel Consumed,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
110,Fuel Rate,2,Unsigned,0,32768,0.1,l/h,Fuel rate,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
111,AdBlue Level,1,Unsigned,0,100,,%,AdBlue,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
112,AdBlue Level,2,Unsigned,0,65535,0.1,l,AdBlue level,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
114,Engine Load,1,Unsigned,0,130,,%,Engine Load,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
115,Engine Temperature,2,Signed,-600,1270,0.1,°C,Engine Temperature,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
118,Axle 1 Load,2,Unsigned,0,32768,,kg,Axle 1 load,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
119,Axle 2 Load,2,Unsigned,0,32768,,kg,Axle 2 load,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
120,Axle 3 Load,2,Unsigned,0,32768,,kg,Axle 3 load,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
121,Axle 4 Load,2,Unsigned,0,32768,,kg,Axle 4 load,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
122,Axle 5 Load,2,Unsigned,0,32768,,kg,Axle 5 load,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
123,Control State Flags,4,Unsigned,0,4294967295,,,Control state flags,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
124,Agricultural Machinery Flags,8,Unsigned,0,0xFFFFFFFFFFFFFFFF,,,Agricultural machinery flags,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
126,Area of Harvest,4,Unsigned,0,4294967295,,m2,Area of harvest in square meters,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
127,Mowing Efficiency,4,Unsigned,0,4294967295,,m2/h,Mowing efficiency,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
128,Grain Mown Volume,4,Unsigned,0,4294967295,,kg,Mown volume,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
129,Grain Moisture,2,Unsigned,0,100,,%,Grain moisture,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
130,Harvesting Drum RPM,2,Unsigned,0,65535,,rpm,Harvesting drum rpm,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
131,Gap Under Harvesting Drum,1,Unsigned,0,255,,mm,Gap under harvesting drum,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
132,Security State Flags,8,Unsigned,0,0xFFFFFFFFFFFFFFFF,,,Security state flags,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
133,Tachograph Total Vehicle Distance,4,Unsigned,0,4294967295,,m,Tacho Total Vehicle Distance,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
134,Trip Distance,4,Unsigned,0,4294967295,,m,Trip distance,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
135,Tachograph Vehicle Speed,2,Unsigned,0,255,,km/h,Tacho vehicle speed,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
136,Tacho Driver Card Presence,1,Unsigned,0,3,,,Tacho Driver Card Presence,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
137,Driver 1 States,1,Unsigned,0,255,,,Driver 1 States,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
138,Driver 2 States,1,Unsigned,0,255,,,Driver 2 States,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
147,Driver 1 ID High,8,Unsigned,0,0xFFFFFFFFFFFFFFFF,,,Driver 1 ID High,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
148,Driver 1 ID Low,8,Unsigned,0,0xFFFFFFFFFFFFFFFF,,,Driver 1 ID Low,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
149,Driver 2 ID High,8,Unsigned,0,0xFFFFFFFFFFFFFFFF,,,Driver 2 ID High,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
150,Driver 2 ID Low,8,Unsigned,0,0xFFFFFFFFFFFFFFFF,,,Driver 2 ID Low,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
151,Battery Temperature,2,Signed,-600,1270,0.1,°C,Battery temperature in Celsius,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
152,HV Battery Level,1,Unsigned,0,100,,%,Battery level in percent,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
160,DTC Faults,1,Unsigned,0,255,,,DTC faults Count,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
161,Slope of Arm,2,Signed,-3276,3276,,Degrees °,Slope Of Arm,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
162,Rotation of Arm,2,Signed,-180,180,,Degrees °,Rotation Of Arm,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
163,Eject of Arm,2,Unsigned,0,6553,,m,Eject of arm,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
164,Horizontal Distance Arm Vehicle,2,Unsigned,0,6553,,m,Horizontal Distance Arm Vehicle,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
165,Height Arm Above Ground,2,Unsigned,0,6553,,m,Height Arm Above Ground,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
166,Drill RPM,2,Unsigned,0,65535,,rpm,Drill RPM,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
167,Amount Of Spread Salt Square Meter,2,Unsigned,0,655,,g/m2,Amount Of Spread Salt Square Meter,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
168,Battery Voltage,2,Unsigned,0,6553,,V,Battery Voltage,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
169,Amount Of Spread Fine Grained Salt,4,Unsigned,0,1677722,,T,Amount Of Spread Fine Grained Salt,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
170,Amount Of Coarse Grained Salt,4,Unsigned,0,1677722,,T,Amount Of Coarse Grained Salt,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
171,Amount Of Spread DiMix,4,Unsigned,0,1677722,,T,Amount Of Spread DiMix,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
172,Amount Of Spread Coarse Grained Calcium,4,Unsigned,0,1677722,,m3,Amount Of Spread Coarse Grained Calcium,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
173,Amount Of Spread Calcium Chloride,4,Unsigned,0,1677722,,m3,Amount Of Spread Calcium Chloride,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
174,Amount Of Spread Sodium Chloride,4,Unsigned,0,1677722,,m3,Amount Of Spread Sodium Chloride,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
176,Amount Of Spread Magnesium Chloride,4,Unsigned,0,1677722,,m3,Amount Of Spread Magnesium Chloride,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
177,Amount Of Spread Gravel,4,Unsigned,0,1677722,,T,Amount Of Spread Gravel,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
178,Amount Of Spread Sand,4,Unsigned,0,1677722,,T,Amount Of Spread Sand,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
183,Width Pouring Left,2,Unsigned,0,655,,m,Width Pouring Left,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
184,Width Pouring Right,2,Unsigned,0,655,,m,Width Pouring Right,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
185,Salt Spreader Working Hours,4,Unsigned,0,167722,,h,Salt Spreader Working Hours,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
186,Distance During Salting,4,Unsigned,0,167722,,km,Distance During Salting,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
